Gene_ID	COG_ID	COG_term	GO	Pfam_ID	Pfam_term	SwissProt_ID	SwissProt_term
fake_2M_genome_002495	-	-	GO:0005886(plasma membrane);GO:0005886(plasma membrane)	A0A094K8L3_9BACL/9-202	A0A094K8L3_9BACL/9-202 A0A094K8L3.1 PF09581.9;Spore_III_AF;	sp|P49783|SP3AF_BACSU	sp|P49783|SP3AF_BACSU Stage III sporulation protein AF OS=Bacillus subtilis (strain 168) GN=spoIIIAF PE=4 SV=1
fake_2M_genome_002496	-	-	GO:0005886(plasma membrane);GO:0005886(plasma membrane)	A0A094JPF7_9BACL/66-387	A0A094JPF7_9BACL/66-387 A0A094JPF7.1 PF09546.9;Spore_III_AE;	sp|P49782|SP3AE_BACSU	sp|P49782|SP3AE_BACSU Stage III sporulation protein AE OS=Bacillus subtilis (strain 168) GN=spoIIIAE PE=1 SV=2
fake_2M_genome_002497	-	-	GO:0005886(plasma membrane);GO:0005886(plasma membrane)	A0A094M0K1_9BACL/71-126	A0A094M0K1_9BACL/71-126 A0A094M0K1.1 PF06686.10;SpoIIIAC;	sp|P49781|SP3AD_BACSU	sp|P49781|SP3AD_BACSU Stage III sporulation protein AD OS=Bacillus subtilis (strain 168) GN=spoIIIAD PE=4 SV=1
fake_2M_genome_002498	-	-	GO:0005886(plasma membrane);GO:0005886(plasma membrane)	A0A094JSQ8_9BACL/8-63	A0A094JSQ8_9BACL/8-63 A0A094JSQ8.1 PF06686.10;SpoIIIAC;	sp|P49780|SP3AC_BACSU	sp|P49780|SP3AC_BACSU Stage III sporulation protein AC OS=Bacillus subtilis (strain 168) GN=spoIIIAC PE=4 SV=1
fake_2M_genome_002499	-	-	GO:0030435(sporulation resulting in formation of a cellular spore)	A0A094JM94_9BACL/3-172	A0A094JM94_9BACL/3-172 A0A094JM94.1 PF09548.9;Spore_III_AB;	sp|Q01368|SP3AB_BACSU	sp|Q01368|SP3AB_BACSU Stage III sporulation protein AB OS=Bacillus subtilis (strain 168) GN=spoIIIAB PE=4 SV=2
fake_2M_genome_002500	gi|226311909|ref|YP_002771803.1|	gi|226311909|ref|YP_002771803.1| stage III sporulation protein AA [Brevibacillus brevis NBRC 100599]	GO:0000166(nucleotide binding)	Q5KX93_GEOKA/23-281	Q5KX93_GEOKA/23-281 Q5KX93.1 PF00437.19;T2SSE;	sp|Q01367|SP3AA_BACSU	sp|Q01367|SP3AA_BACSU Stage III sporulation protein AA OS=Bacillus subtilis (strain 168) GN=spoIIIAA PE=4 SV=1
fake_2M_genome_002501	-	-	-	-	-	-	-
fake_2M_genome_002502	gi|296132986|ref|YP_003640233.1|	gi|296132986|ref|YP_003640233.1| major facilitator superfamily protein [Thermincola potens JR]	GO:0005215(transporter activity);GO:0005886(plasma membrane);GO:0005886(plasma membrane)	A0A094JPG2_9BACL/18-364	A0A094JPG2_9BACL/18-364 A0A094JPG2.1 PF07690.15;MFS_1;	sp|Q796Q1|YITG_BACSU	sp|Q796Q1|YITG_BACSU Uncharacterized MFS-type transporter YitG OS=Bacillus subtilis (strain 168) GN=yitG PE=3 SV=1
fake_2M_genome_002503	gi|51893781|ref|YP_076472.1|	gi|51893781|ref|YP_076472.1| (2R)-phospho-3-sulfolactate synthase [Symbiobacterium thermophilum IAM 14863]	GO:0043817(phosphosulfolactate synthase activity);GO:0003824(catalytic activity);GO:0016829(lyase activity);GO:0019295(coenzyme M biosynthetic process)	A0A094M0K4_9BACL/14-254	A0A094M0K4_9BACL/14-254 A0A094M0K4.1 PF02679.14;ComA;	sp|O27710|PSLS_METTH	sp|O27710|PSLS_METTH Phosphosulfolactate synthase OS=Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) GN=comA PE=3 SV=1
fake_2M_genome_002504	gi|337746928|ref|YP_004641090.1|	gi|337746928|ref|YP_004641090.1| hypothetical protein KNP414_02659 [Paenibacillus mucilaginosus KNP414]	GO:0005886(plasma membrane);GO:0005886(plasma membrane)	A0A094JSR3_9BACL/5-143	A0A094JSR3_9BACL/5-143 A0A094JSR3.1 PF04284.12;DUF441;	sp|C6CU08|Y2290_PAESJ	sp|C6CU08|Y2290_PAESJ UPF0756 membrane protein Pjdr2_2290 OS=Paenibacillus sp. (strain JDR-2) GN=Pjdr2_2290 PE=3 SV=1
fake_2M_genome_002505	-	-	-	-	-	-	-
fake_2M_genome_002506	gi|212639129|ref|YP_002315649.1|	gi|212639129|ref|YP_002315649.1| major facilitator superfamily permease [Anoxybacillus flavithermus WK1]	GO:0005215(transporter activity);GO:0005886(plasma membrane);GO:0005886(plasma membrane)	A0A094JM99_9BACL/14-272	A0A094JM99_9BACL/14-272 A0A094JM99.1 PF07690.15;MFS_1;	sp|P54559|YQJV_BACSU	sp|P54559|YQJV_BACSU Uncharacterized MFS-type transporter YqjV OS=Bacillus subtilis (strain 168) GN=yqjV PE=3 SV=2
fake_2M_genome_002507	-	-	-	-	-	-	-
fake_2M_genome_002508	gi|23097960|ref|NP_691426.1|	gi|23097960|ref|NP_691426.1| hypothetical protein OB0505 [Oceanobacillus iheyensis HTE831]	-	A0A094K8M3_9BACL/4-88	A0A094K8M3_9BACL/4-88 A0A094K8M3.1 PF08712.10;Nfu_N;	sp|P54169|YPGR_BACSU	sp|P54169|YPGR_BACSU Uncharacterized protein YpgR OS=Bacillus subtilis (strain 168) GN=ypgR PE=4 SV=1
fake_2M_genome_002509	gi|375009490|ref|YP_004983123.1|	gi|375009490|ref|YP_004983123.1| elongation factor P [Geobacillus thermoleovorans CCB_US3_UF5]	GO:0006414(translational elongation);GO:0003746(translation elongation factor activity);GO:0003746(translation elongation factor activity);GO:0005737(cytoplasm)	A0A094JPG9_9BACL/3-60	A0A094JPG9_9BACL/3-60 A0A094JPG9.1 PF08207.11;EFP_N;	sp|C5D486|EFP_GEOSW	sp|C5D486|EFP_GEOSW Elongation factor P OS=Geobacillus sp. (strain WCH70) GN=efp PE=3 SV=1
fake_2M_genome_002510	gi|30264273|ref|NP_846650.1|	gi|30264273|ref|NP_846650.1| proline dipeptidase [Bacillus anthracis str. Ames]	GO:0016787(hydrolase activity);GO:0016787(hydrolase activity)	A0A094M0K9_9BACL/136-338	A0A094M0K9_9BACL/136-338 A0A094M0K9.1 PF00557.23;Peptidase_M24;	sp|P54518|YQHT_BACSU	sp|P54518|YQHT_BACSU Uncharacterized peptidase YqhT OS=Bacillus subtilis (strain 168) GN=yqhT PE=3 SV=1
fake_2M_genome_002511	gi|269925749|ref|YP_003322372.1|	gi|269925749|ref|YP_003322372.1| hypothetical protein Tter_0633 [Thermobaculum terrenum ATCC BAA-798]	-	A0A074LXQ1_9BACL/228-365	A0A074LXQ1_9BACL/228-365 A0A074LXQ1.1 PF13529.5;Peptidase_C39_2;	-	-
fake_2M_genome_002512	gi|430750209|ref|YP_007213117.1|	gi|430750209|ref|YP_007213117.1| metal-dependent enzyme [Thermobacillus composti KWC4]	GO:0005886(plasma membrane);GO:0005886(plasma membrane)	A0A094JSR7_9BACL/55-305	A0A094JSR7_9BACL/55-305 A0A094JSR7.1 PF07136.10;DUF1385;	sp|P54515|YQHQ_BACSU	sp|P54515|YQHQ_BACSU Uncharacterized protein YqhQ OS=Bacillus subtilis (strain 168) GN=yqhQ PE=4 SV=2
fake_2M_genome_002513	-	-	-	-	-	-	-
fake_2M_genome_002514	gi|226311894|ref|YP_002771788.1|	gi|226311894|ref|YP_002771788.1| hypothetical protein BBR47_23070 [Brevibacillus brevis NBRC 100599]	GO:0016787(hydrolase activity);GO:0005886(plasma membrane);GO:0005886(plasma membrane);GO:0006629(lipid metabolic process)	A0A094K8M6_9BACL/5-199	A0A094K8M6_9BACL/5-199 A0A094K8M6.1 PF01734.21;Patatin;	sp|P54513|YQHO_BACSU	sp|P54513|YQHO_BACSU Uncharacterized protein YqhO OS=Bacillus subtilis (strain 168) GN=yqhO PE=3 SV=1
fake_2M_genome_002515	gi|226311893|ref|YP_002771787.1|	gi|226311893|ref|YP_002771787.1| manganese transport transcriptional regulator [Brevibacillus brevis NBRC 100599]	GO:0003677(DNA binding);GO:0003677(DNA binding);GO:0005737(cytoplasm)	A0A094JPH4_9BACL/63-136	A0A094JPH4_9BACL/63-136 A0A094JPH4.1 PF02742.14;Fe_dep_repr_C;	sp|Q65HG7|MNTR_BACLD	sp|Q65HG7|MNTR_BACLD Transcriptional regulator MntR OS=Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / NBRC 12200 / NCIMB 9375 / NRRL NRS-1264 / Gibson 46) GN=mntR PE=3 SV=1
fake_2M_genome_002516	gi|226311892|ref|YP_002771786.1|	gi|226311892|ref|YP_002771786.1| flavin reductase [Brevibacillus brevis NBRC 100599]	GO:0016491(oxidoreductase activity);GO:0016491(oxidoreductase activity)	A0A094M0L5_9BACL/1-147	A0A094M0L5_9BACL/1-147 A0A094M0L5.1 PF03358.14;FMN_red;	sp|Q49VB1|AZO1_STAS1	sp|Q49VB1|AZO1_STAS1 FMN-dependent NADPH-azoreductase OS=Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229) GN=azo1 PE=3 SV=1
fake_2M_genome_002517	-	-	-	-	-	-	-
fake_2M_genome_002518	gi|226311727|ref|YP_002771621.1|	gi|226311727|ref|YP_002771621.1| histidine ammonia-lyase [Brevibacillus brevis NBRC 100599]	GO:0005737(cytoplasm);GO:0019556(histidine catabolic process to glutamate and formamide);GO:0003824(catalytic activity);GO:0004397(histidine ammonia-lyase activity);GO:0005737(cytoplasm)	A0A094JMA7_9BACL/14-471	A0A094JMA7_9BACL/14-471 A0A094JMA7.1 PF00221.18;Lyase_aromatic;	sp|B2A3D9|HUTH_NATTJ	sp|B2A3D9|HUTH_NATTJ Histidine ammonia-lyase OS=Natranaerobius thermophilus (strain ATCC BAA-1301 / DSM 18059 / JW/NM-WN-LF) GN=hutH PE=3 SV=1
fake_2M_genome_002519	gi|384135350|ref|YP_005518064.1|	gi|384135350|ref|YP_005518064.1| metallophosphoesterase [Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1]	-	A0A094K8M8_9BACL/1-211	A0A094K8M8_9BACL/1-211 A0A094K8M8.1 PF00149.27;Metallophos;	-	-
fake_2M_genome_002520	gi|221633788|ref|YP_002523014.1|	gi|221633788|ref|YP_002523014.1| B12-dependent ribonucleoside diphosphate reductase [Thermomicrobium roseum DSM 5159]	GO:0000166(nucleotide binding);GO:0000166(nucleotide binding);GO:0004748(ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor)	A0A094JPH8_9BACL/181-683	A0A094JPH8_9BACL/181-683 A0A094JPH8.1 PF02867.14;Ribonuc_red_lgC;	sp|Q72S00|NRDJ_LEPIC	sp|Q72S00|NRDJ_LEPIC Vitamin B12-dependent ribonucleotide reductase OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar copenhageni (strain Fiocruz L1-130) GN=nrdJ PE=3 SV=2
fake_2M_genome_002521	gi|393199852|ref|YP_006461694.1|	gi|393199852|ref|YP_006461694.1| branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase [Solibacillus silvestris StLB046]	GO:0030170(pyridoxal phosphate binding);GO:0046437(D-amino acid biosynthetic process);GO:0047810(D-alanine:2-oxoglutarate aminotransferase activity);GO:0003824(catalytic activity);GO:0008483(transaminase activity);GO:0019478(D-amino acid catabolic process)	A0A094M0L9_9BACL/29-250	A0A094M0L9_9BACL/29-250 A0A094M0L9.1 PF01063.18;Aminotran_4;	sp|P19938|DAAA_BACYM	sp|P19938|DAAA_BACYM D-alanine aminotransferase OS=Bacillus sp. (strain YM-1) GN=dat PE=1 SV=2
fake_2M_genome_002522	-	-	-	-	-	-	-
fake_2M_genome_002523	gi|375009503|ref|YP_004983136.1|	gi|375009503|ref|YP_004983136.1| hypothetical protein [Geobacillus thermoleovorans CCB_US3_UF5]	GO:0006464(cellular protein modification process);GO:0016740(transferase activity);GO:0033819(lipoyl(octanoyl) transferase activity)	A0A094K8N4_9BACL/51-184	A0A094K8N4_9BACL/51-184 A0A094K8N4.1 PF03099.18;BPL_LplA_LipB;	sp|Q5KX81|LIPM_GEOKA	sp|Q5KX81|LIPM_GEOKA Octanoyltransferase LipM OS=Geobacillus kaustophilus (strain HTA426) GN=lipM PE=3 SV=1
fake_2M_genome_002524	gi|193215452|ref|YP_001996651.1|	gi|193215452|ref|YP_001996651.1| NAD-dependent epimerase/dehydratase [Chloroherpeton thalassium ATCC 35110]	GO:0045552(dihydrokaempferol 4-reductase activity);GO:0003824(catalytic activity);GO:0009813(flavonoid biosynthetic process);GO:0009813(flavonoid biosynthetic process)	A0A094JPI6_9BACL/3-223	A0A094JPI6_9BACL/3-223 A0A094JPI6.1 PF01370.20;Epimerase;	sp|P73212|DFRA_SYNY3	sp|P73212|DFRA_SYNY3 Putative dihydroflavonol 4-reductase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=dfrA PE=3 SV=1
fake_2M_genome_002525	gi|30264126|ref|NP_846503.1|	gi|30264126|ref|NP_846503.1| PTS system glucose-specific transporter subunit IIABC [Bacillus anthracis str. Ames]	GO:0034219(carbohydrate transmembrane transport);GO:0005355(glucose transmembrane transporter activity);GO:0005886(plasma membrane);GO:0005886(plasma membrane)	A0A094M0M4_9BACL/13-313	A0A094M0M4_9BACL/13-313 A0A094M0M4.1 PF02378.17;PTS_EIIC;	sp|P20166|PTG3C_BACSU	sp|P20166|PTG3C_BACSU PTS system glucose-specific EIICBA component OS=Bacillus subtilis (strain 168) GN=ptsG PE=1 SV=2
fake_2M_genome_002526	gi|212639768|ref|YP_002316288.1|	gi|212639768|ref|YP_002316288.1| transcriptional antiterminator [Anoxybacillus flavithermus WK1]	GO:0003723(RNA binding);GO:0003723(RNA binding)	A0A094JST3_9BACL/187-279	A0A094JST3_9BACL/187-279 A0A094JST3.1 PF00874.19;PRD;	sp|O31691|GLCT_BACSU	sp|O31691|GLCT_BACSU PtsGHI operon antiterminator OS=Bacillus subtilis (strain 168) GN=glcT PE=1 SV=3
fake_2M_genome_002527	gi|410477972|ref|YP_006765609.1|	gi|410477972|ref|YP_006765609.1| proline-betaine transporter [Leptospirillum ferriphilum ML-04]	GO:0005215(transporter activity);GO:0005886(plasma membrane);GO:0005886(plasma membrane)	A0A094JMB7_9BACL/30-396	A0A094JMB7_9BACL/30-396 A0A094JMB7.1 PF07690.15;MFS_1;	sp|Q9KWK6|PROP_STAA1	sp|Q9KWK6|PROP_STAA1 Putative proline/betaine transporter OS=Staphylococcus aureus (strain Mu3 / ATCC 700698) GN=proP PE=3 SV=3
fake_2M_genome_002528	gi|111018312|ref|YP_701284.1|	gi|111018312|ref|YP_701284.1| MFS superfamily proline/ betaine transporter [Rhodococcus jostii RHA1]	GO:0005215(transporter activity);GO:0005886(plasma membrane);GO:0005886(plasma membrane)	A0A094JMB7_9BACL/30-396	A0A094JMB7_9BACL/30-396 A0A094JMB7.1 PF07690.15;MFS_1;	sp|Q47421|OUSA_DICD3	sp|Q47421|OUSA_DICD3 Osmoprotectant uptake system A OS=Dickeya dadantii (strain 3937) GN=ousA PE=3 SV=2
fake_2M_genome_002529	gi|226311886|ref|YP_002771780.1|	gi|226311886|ref|YP_002771780.1| glycine dehydrogenase subunit 2 [Brevibacillus brevis NBRC 100599]	GO:0003824(catalytic activity);GO:0004375(glycine dehydrogenase (decarboxylating) activity);GO:0016491(oxidoreductase activity)	A0A109QFG2_9BACL/30-446	A0A109QFG2_9BACL/30-446 A0A109QFG2.1 PF02347.15;GDC-P;	sp|C0ZBW7|GCSPB_BREBN	sp|C0ZBW7|GCSPB_BREBN Probable glycine dehydrogenase (decarboxylating) subunit 2 OS=Brevibacillus brevis (strain 47 / JCM 6285 / NBRC 100599) GN=gcvPB PE=3 SV=1
fake_2M_genome_002530	gi|226311885|ref|YP_002771779.1|	gi|226311885|ref|YP_002771779.1| glycine dehydrogenase subunit 1 [Brevibacillus brevis NBRC 100599]	GO:0003824(catalytic activity);GO:0004375(glycine dehydrogenase (decarboxylating) activity);GO:0016491(oxidoreductase activity)	A0A094M0N0_9BACL/4-445	A0A094M0N0_9BACL/4-445 A0A094M0N0.1 PF02347.15;GDC-P;	sp|C0ZBW6|GCSPA_BREBN	sp|C0ZBW6|GCSPA_BREBN Probable glycine dehydrogenase (decarboxylating) subunit 1 OS=Brevibacillus brevis (strain 47 / JCM 6285 / NBRC 100599) GN=gcvPA PE=3 SV=1
fake_2M_genome_002531	gi|226311884|ref|YP_002771778.1|	gi|226311884|ref|YP_002771778.1| aminomethyltransferase [Brevibacillus brevis NBRC 100599]	GO:0032259(methylation);GO:0004047(aminomethyltransferase activity);GO:0004047(aminomethyltransferase activity);GO:0008483(transaminase activity)	A0A094JST8_9BACL/10-260	A0A094JST8_9BACL/10-260 A0A094JST8.1 PF01571.20;GCV_T;	sp|C5D4A2|GCST_GEOSW	sp|C5D4A2|GCST_GEOSW Aminomethyltransferase OS=Geobacillus sp. (strain WCH70) GN=gcvT PE=3 SV=1
fake_2M_genome_002532	gi|430749719|ref|YP_007212627.1|	gi|430749719|ref|YP_007212627.1| DNA/RNA helicase [Thermobacillus composti KWC4]	GO:0000166(nucleotide binding);GO:0005524(ATP binding)	A0A094JMC2_9BACL/65-346	A0A094JMC2_9BACL/65-346 A0A094JMC2.1 PF00176.22;SNF2_N;	sp|P54509|YQHH_BACSU	sp|P54509|YQHH_BACSU Uncharacterized ATP-dependent helicase YqhH OS=Bacillus subtilis (strain 168) GN=yqhH PE=3 SV=1
fake_2M_genome_002533	-	-	-	A0A094K8P6_9BACL/1-265	A0A094K8P6_9BACL/1-265 A0A094K8P6.1 PF11079.7;YqhG;	sp|P54508|YQHG_BACSU	sp|P54508|YQHG_BACSU Uncharacterized protein YqhG OS=Bacillus subtilis (strain 168) GN=yqhG PE=4 SV=1
fake_2M_genome_002534	gi|219852628|ref|YP_002467060.1|	gi|219852628|ref|YP_002467060.1| type 11 methyltransferase [Methanosphaerula palustris E1-9c]	GO:0008168(methyltransferase activity)	F5SIH4_9BACL/46-140	F5SIH4_9BACL/46-140 F5SIH4.1 PF13649.5;Methyltransf_25;	sp|Q57060|Y095_HAEIN	sp|Q57060|Y095_HAEIN Uncharacterized protein HI_0095 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) GN=HI_0095 PE=4 SV=1
fake_2M_genome_002535	gi|15612735|ref|NP_241038.1|	gi|15612735|ref|NP_241038.1| amino acid ABC transporter ATP-binding protein [Bacillus halodurans C-125]	GO:0099133(ATP hydrolysis coupled anion transmembrane transport);GO:0000166(nucleotide binding);GO:0003333(amino acid transmembrane transport);GO:0005886(plasma membrane)	A0A094JPK0_9BACL/17-170	A0A094JPK0_9BACL/17-170 A0A094JPK0.1 PF00005.26;ABC_tran;	sp|P39456|TCYC_BACSU	sp|P39456|TCYC_BACSU L-cystine import ATP-binding protein TcyC OS=Bacillus subtilis (strain 168) GN=tcyC PE=1 SV=4
fake_2M_genome_002536	gi|16077406|ref|NP_388219.1|	gi|16077406|ref|NP_388219.1| amino acid ABC transporter permease protein YckA [Bacillus subtilis subsp. subtilis str. 168]	GO:0005886(plasma membrane);GO:0005886(plasma membrane);GO:0003333(amino acid transmembrane transport);GO:0005215(transporter activity);GO:0005886(plasma membrane)	A0A094M0N5_9BACL/43-226	A0A094M0N5_9BACL/43-226 A0A094M0N5.1 PF00528.21;BPD_transp_1;	sp|P42399|YCKA_BACSU	sp|P42399|YCKA_BACSU Probable amino-acid ABC transporter permease protein YckA OS=Bacillus subtilis (strain 168) GN=yckA PE=3 SV=1
fake_2M_genome_002537	gi|212638818|ref|YP_002315338.1|	gi|212638818|ref|YP_002315338.1| metal-dependent hydrolase [Anoxybacillus flavithermus WK1]	GO:0006569(tryptophan catabolic process);GO:0019441(tryptophan catabolic process to kynurenine);GO:0004061(arylformamidase activity);GO:0004061(arylformamidase activity);GO:0004061(arylformamidase activity)	A0A094JSU2_9BACL/4-150	A0A094JSU2_9BACL/4-150 A0A094JSU2.1 PF04199.12;Cyclase;	sp|Q81CK1|KYNB_BACCR	sp|Q81CK1|KYNB_BACCR Kynurenine formamidase OS=Bacillus cereus (strain ATCC 14579 / DSM 31 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NRRL B-3711) GN=kynB PE=1 SV=1
fake_2M_genome_002538	gi|430748953|ref|YP_007211861.1|	gi|430748953|ref|YP_007211861.1| glucose-6-phosphate 1-dehydrogenase [Thermobacillus composti KWC4]	GO:0006098(pentose-phosphate shunt);GO:0004345(glucose-6-phosphate dehydrogenase activity);GO:0004345(glucose-6-phosphate dehydrogenase activity);GO:0005975(carbohydrate metabolic process)	A0A094JMC6_9BACL/188-482	A0A094JMC6_9BACL/188-482 A0A094JMC6.1 PF02781.15;G6PD_C;	sp|P54547|G6PD_BACSU	sp|P54547|G6PD_BACSU Glucose-6-phosphate 1-dehydrogenase OS=Bacillus subtilis (strain 168) GN=zwf PE=1 SV=2
fake_2M_genome_002539	gi|212640131|ref|YP_002316651.1|	gi|212640131|ref|YP_002316651.1| amino acid ABC transporter periplasmic protein [Anoxybacillus flavithermus WK1]	GO:0042597(periplasmic space);GO:0004970(ionotropic glutamate receptor activity);GO:0006810(transport);GO:0035235(ionotropic glutamate receptor signaling pathway)	A0A094K8Q3_9BACL/41-258	A0A094K8Q3_9BACL/41-258 A0A094K8Q3.1 PF00497.19;SBP_bac_3;	sp|P0AEN0|FLIY_ECOL6	sp|P0AEN0|FLIY_ECOL6 L-cystine-binding protein FliY OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) GN=fliY PE=3 SV=1
fake_2M_genome_002540	-	-	-	-	-	-	-
fake_2M_genome_002541	gi|109898332|ref|YP_661587.1|	gi|109898332|ref|YP_661587.1| deoxyguanosinetriphosphate triphosphohydrolase-like protein [Pseudoalteromonas atlantica T6c]	GO:0016787(hydrolase activity);GO:0016793(triphosphoric monoester hydrolase activity)	A0A0N1K5K8_THEVU/53-236	A0A0N1K5K8_THEVU/53-236 A0A0N1K5K8.1 PF01966.21;HD;	sp|Q8CWL9|DGTL1_VIBVU	sp|Q8CWL9|DGTL1_VIBVU Deoxyguanosinetriphosphate triphosphohydrolase-like protein OS=Vibrio vulnificus (strain CMCP6) GN=VV1_0014 PE=3 SV=1
fake_2M_genome_002542	-	-	GO:0030435(sporulation resulting in formation of a cellular spore);GO:0030436(asexual sporulation)	A0A094M0P1_9BACL/1-58	A0A094M0P1_9BACL/1-58 A0A094M0P1.1 PF08141.11;SspH;	sp|A7GL73|SSPH1_BACCN	sp|A7GL73|SSPH1_BACCN Small, acid-soluble spore protein H 1 OS=Bacillus cytotoxicus (strain DSM 22905 / CIP 110041 / 391-98 / NVH 391-98) GN=sspH1 PE=3 SV=1
fake_2M_genome_002543	gi|15614898|ref|NP_243201.1|	gi|15614898|ref|NP_243201.1| ABC transporter ATP-binding protein [Bacillus halodurans C-125]	GO:0000166(nucleotide binding);GO:0005524(ATP binding);GO:0005886(plasma membrane)	A0A094JSU7_9BACL/24-298	A0A094JSU7_9BACL/24-298 A0A094JSU7.1 PF00664.22;ABC_membrane;	sp|P35598|EXP8_STRPN	sp|P35598|EXP8_STRPN Putative ABC transporter ATP-binding protein exp8 OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) GN=exp8 PE=3 SV=3
fake_2M_genome_002544	gi|89894448|ref|YP_517935.1|	gi|89894448|ref|YP_517935.1| hypothetical protein DSY1702 [Desulfitobacterium hafniense Y51]	GO:0000166(nucleotide binding);GO:0005524(ATP binding);GO:0005886(plasma membrane)	A0A094JMD0_9BACL/18-291	A0A094JMD0_9BACL/18-291 A0A094JMD0.1 PF00664.22;ABC_membrane;	sp|O07550|YHEI_BACSU	sp|O07550|YHEI_BACSU Probable multidrug resistance ABC transporter ATP-binding/permease protein YheI OS=Bacillus subtilis (strain 168) GN=yheI PE=1 SV=1
fake_2M_genome_002545	gi|159901087|ref|YP_001547334.1|	gi|159901087|ref|YP_001547334.1| GTP-binding protein TypA [Herpetosiphon aurantiacus DSM 785]	GO:0000166(nucleotide binding);GO:0003924(GTPase activity)	A0A094K8Q7_9BACL/4-197	A0A094K8Q7_9BACL/4-197 A0A094K8Q7.1 PF00009.26;GTP_EFTU;	sp|O07631|TYPA_BACSU	sp|O07631|TYPA_BACSU GTP-binding protein TypA/BipA homolog OS=Bacillus subtilis (strain 168) GN=typA PE=3 SV=1
fake_2M_genome_002546	gi|15614841|ref|NP_243144.1|	gi|15614841|ref|NP_243144.1| hypothetical protein BH2278 [Bacillus halodurans C-125]	GO:0010181(FMN binding)	A0A094JPL1_9BACL/20-181	A0A094JPL1_9BACL/20-181 A0A094JPL1.1 PF01613.17;Flavin_Reduct;	sp|Q9KAK9|Y2278_BACHD	sp|Q9KAK9|Y2278_BACHD Uncharacterized protein BH2278 OS=Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) GN=BH2278 PE=3 SV=1
fake_2M_genome_002547	gi|226313673|ref|YP_002773567.1|	gi|226313673|ref|YP_002773567.1| homogentisate 1,2-dioxygenase [Brevibacillus brevis NBRC 100599]	GO:0004411(homogentisate 1,2-dioxygenase activity);GO:0016491(oxidoreductase activity)	A0A0N1K547_THEVU/5-388	A0A0N1K547_THEVU/5-388 A0A0N1K547.1 PF04209.12;HgmA;	sp|Q97Y16|Y1533_SULSO	sp|Q97Y16|Y1533_SULSO Putative dioxygenase SSO1533 OS=Sulfolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) GN=SSO1533 PE=3 SV=1
fake_2M_genome_002548	gi|212639864|ref|YP_002316384.1|	gi|212639864|ref|YP_002316384.1| acyl carrier protein phosphodiesterase [Anoxybacillus flavithermus WK1]	GO:0016491(oxidoreductase activity);GO:0016661(oxidoreductase activity, acting on other nitrogenous compounds as donors)	A0A094JSV3_9BACL/2-205	A0A094JSV3_9BACL/2-205 A0A094JSV3.1 PF02525.16;Flavodoxin_2;	sp|B7GLH3|AZOR_ANOFW	sp|B7GLH3|AZOR_ANOFW FMN-dependent NADH-azoreductase OS=Anoxybacillus flavithermus (strain DSM 21510 / WK1) GN=azoR PE=3 SV=1
fake_2M_genome_002549	-	-	-	A0A094JMD6_9BACL/2-204	A0A094JMD6_9BACL/2-204 A0A094JMD6.1 PF02525.16;Flavodoxin_2;	-	-
